College_id,College_name,survey_year,offers_scholarship,id,total_general_total,total_general_females,total_sc_total,total_sc_females,total_st_total,total_st_females,total_obc_total,total_obc_females,total_total_persons,total_total_females,total_remarks_id,pwd_general_total,pwd_general_females,pwd_sc_total,pwd_sc_females,pwd_st_total,pwd_st_females,pwd_obc_total,pwd_obc_females,pwd_total_persons,pwd_total_females,pwd_remarks_id,muslim_minority_general_total,muslim_minority_general_females,muslim_minority_sc_total,muslim_minority_sc_females,muslim_minority_st_total,muslim_minority_st_females,muslim_minority_obc_total,muslim_minority_obc_females,muslim_minority_total_persons,muslim_minority_total_females,muslim_minority_remarks_id,other_minority_general_total,other_minority_general_females,other_minority_sc_total,other_minority_sc_females,other_minority_st_total,other_minority_st_females,other_minority_obc_total,other_minority_obc_females,other_minority_total_persons,other_minority_total_females,other_minority_remarks_id,total_remark
21309,G.R.D. Institute of Management & Technology,2015,TRUE,4864527,5,2,4,1,3,1,5,2,17,6,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21314,Doon Institute of Engineering & Technology,2015,TRUE,4747459,3,0,0,0,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21315,Shree Dev bhoomi Institute of Education Science & Technology,2015,TRUE,5575289,0,0,114,48,22,8,8,2,144,58,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21317,Quantum School of Business,2015,TRUE,4850356,3,1,1,0,0,0,8,3,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21318,Roorkee College of Engineering,2015,TRUE,4806248,0,0,126,8,25,1,16,1,167,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21323,G.B. Pant Engineering College,2015,TRUE,5198219,93,57,98,31,22,6,81,26,294,120,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,19,2,0,0,0,0,0,0,19,2,NA,NA
21325,Om Bio-Sciences & Pharma College,2015,TRUE,4460033,0,0,27,7,0,0,2,0,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
21327,Global Institute of Pharmaceutical Education & Research,2015,TRUE,4816349,0,0,15,1,3,3,0,0,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21330,Sardar Bhagwan Singh (PG) Institute of Bio-Medical Sciences & Research,2015,TRUE,4824046,5,2,7,3,3,2,5,2,20,9,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,NA,1,1,0,0,0,0,0,0,1,1,NA,NA
21283,Bipin Tripathi Kumaon Institute of Technology,2015,TRUE,4844951,164,90,161,49,23,6,143,24,491,169,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,56,10,56,10,NA,0,0,0,0,0,0,87,14,87,14,NA,NA
20780,"Rural college, Kanakapura-561117",2015,TRUE,5100854,0,0,171,90,6,4,231,131,408,225,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,12,8,12,8,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21332,Dhyamnagar College,2015,TRUE,4659096,3,0,112,59,3,0,109,48,227,107,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21334,Balasore Law College,2015,TRUE,4820866,3,1,3,1,1,0,6,4,13,6,NA,0,0,0,0,0,0,0,0,0,0,NA,3,1,0,0,0,0,0,0,3,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21336,Charampa Mahavidyalaya,2015,TRUE,4937143,1170,599,116,47,1,0,110,42,1397,688,NA,9,7,0,0,0,0,0,0,9,7,NA,10,3,0,0,0,0,0,0,10,3,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21348,Remuna Degree College,2015,TRUE,4644013,6,4,99,59,14,9,97,49,216,121,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21338,Dr. J.N. College,2015,TRUE,4719145,0,0,135,77,4,3,85,44,224,124,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5,2,5,2,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21344,Simulia College,2015,TRUE,4887217,1,1,141,82,5,3,126,67,273,153,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21345,Nilgiri Women College,2015,TRUE,4704155,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21346,Nabaghana College,2015,TRUE,4645595,1,0,51,28,0,0,10,9,62,37,NA,1,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21347,Balasore Mahila College,2015,TRUE,4988515,0,0,38,38,3,3,0,0,41,41,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21350,A.B. College,2015,TRUE,4879030,124,65,245,115,1,0,387,205,757,385,NA,0,0,0,0,0,0,0,0,0,0,NA,25,15,0,0,0,0,0,0,25,15,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21353,"Gopalpur College,",2015,TRUE,4722728,0,0,158,92,4,1,110,80,272,173,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21359,L.N. College,2015,TRUE,4731163,28,12,250,128,30,18,68,29,376,187,NA,0,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,2,1,NA,1,0,0,0,0,0,0,0,1,0,NA,NA
21363,"H.K. Mahatab College,",2015,TRUE,4902404,0,0,107,47,46,20,72,34,225,101,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21366,B.P. College,2015,TRUE,4569381,0,0,34,22,0,0,1,1,35,23,NA,0,0,0,0,0,0,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21368,B.I.S.T.,2015,TRUE,4609797,0,0,9,1,22,12,15,0,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21370,Motto +3 Degree College,2015,TRUE,4765799,3,2,26,18,0,0,39,34,68,54,NA,3,2,0,0,0,0,0,0,3,2,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21371,Salandi Mahavidyalaya,2015,TRUE,5007384,0,0,20,15,1,0,1,1,22,16,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21373,R.I.H.S. Bhograi,2015,TRUE,4695128,54,21,242,102,17,3,610,284,923,410,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
20831,"Mont Fort College, Old Madrass Road, Bl-38",2015,TRUE,4532843,0,0,2,2,0,0,1,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21375,Microsolution Computer Academy,2015,TRUE,4401731,0,0,1,0,7,0,1,0,9,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21378,Bhadrak (Auto.) College,2015,TRUE,4878148,231,108,158,111,84,36,99,53,572,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21389,Mandari College,2015,TRUE,4425299,0,0,49,17,0,0,0,0,49,17,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21394,Jaleswar Womens College,2015,TRUE,4665102,0,0,50,50,25,25,41,41,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21395,"Khaira College,",2015,TRUE,4686907,0,0,245,145,19,10,475,300,739,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21396,Bhadrak Womens College,2015,TRUE,4729265,105,105,102,102,4,4,58,58,269,269,NA,0,0,0,0,0,0,0,0,0,0,NA,80,80,0,0,0,0,0,0,80,80,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21397,Balikhand +3 College,2015,TRUE,4891955,0,0,77,45,2,1,0,0,79,46,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21398,Naami College,2015,TRUE,4993802,0,0,301,166,6,4,246,121,553,291,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21401,Agarapada College,2015,TRUE,4684742,0,0,150,98,10,6,153,73,313,177,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21407,"Islamia College of Science & Commerce, Srinagar",2015,TRUE,4414626,271,25,10,4,15,5,4,2,300,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,271,25,10,4,15,5,4,2,300,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
21408,"Govt. College for Women Nawakadal, Srinagar",2015,TRUE,5313495,302,302,0,0,0,0,0,0,302,302,NA,0,0,0,0,0,0,0,0,0,0,NA,302,302,0,0,0,0,0,0,302,302,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21409,"Govt. Degree College Boys Baramullah, Kashmir",2015,TRUE,4379949,98,4,0,0,0,0,238,23,336,27,NA,0,0,0,0,0,0,0,0,0,0,NA,94,0,0,0,0,0,232,18,326,18,NA,0,0,0,0,0,0,6,5,6,5,NA,NA
21414,"Govt. Degree College Kulgam, Kashmir",2015,TRUE,4378052,300,112,0,0,0,0,0,0,300,112,NA,0,0,0,0,0,0,0,0,0,0,NA,300,112,0,0,0,0,0,0,300,112,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21418,"Govt Degree College Handwara, Kashmir",2015,TRUE,5073371,555,214,0,0,3,1,49,27,607,242,NA,0,0,0,0,0,0,0,0,0,0,NA,555,214,0,0,3,1,49,27,607,242,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21419,"A. S. College, Srinagar",2015,TRUE,4923449,245,0,0,0,0,0,0,0,245,0,NA,0,0,0,0,0,0,0,0,0,0,NA,242,0,0,0,0,0,0,0,242,0,NA,3,0,0,0,0,0,0,0,3,0,NA,NA
21421,"Govt. Degree College Dooru, Kashmir",2015,TRUE,4423575,1,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21429,South Campus Anantnag,2015,TRUE,5245193,117,63,0,0,5,2,35,15,157,80,NA,0,0,0,0,0,0,0,0,0,0,NA,117,63,0,0,5,2,35,15,157,80,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21438,"Govt. Degree College Tral, Kashmir",2015,TRUE,4356988,106,64,0,0,0,0,0,0,106,64,NA,3,1,0,0,0,0,0,0,3,1,NA,105,63,0,0,0,0,0,0,105,63,NA,1,1,0,0,0,0,0,0,1,1,NA,NA
21440,"Govt. Degree College Ganderbal, Kashmir",2015,TRUE,4422012,150,89,0,0,0,0,0,0,150,89,NA,0,0,0,0,0,0,0,0,0,0,NA,150,89,0,0,0,0,0,0,150,89,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21441,"Shaikh-ul-Alam (RA) Memorial Degree College Budgam,Kashmir",2015,TRUE,4395325,61,15,0,0,0,0,29,13,90,28,NA,0,0,0,0,0,0,0,0,0,0,NA,61,15,0,0,0,0,29,13,90,28,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21442,"Govt. Degree College Sogam Kupwara, Kashmir",2015,TRUE,4386421,60,35,0,0,0,0,25,15,85,50,NA,0,0,0,0,0,0,0,0,0,0,NA,60,35,0,0,0,0,0,0,60,35,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21443,"Govt. Degree College Pattan, Kashmir",2015,TRUE,4488836,110,49,0,0,0,0,0,0,110,49,NA,0,0,0,0,0,0,0,0,0,0,NA,110,49,0,0,0,0,0,0,110,49,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
21446,"Govt. Degree College Pulwama, Kashmir",2015,TRUE,5177132,634,352,0,0,8,0,35,15,677,367,NA,11,3,0,0,0,0,0,0,11,3,NA,403,226,0,0,0,0,0,0,403,226,NA,1,0,0,0,0,0,0,0,1,0,NA,NA
21452,"M.E.T,Teachers Training College Sopore, Kashmir",2015,TRUE,5456386,207,109,19,11,0,0,17,6,243,126,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26867,"Chaitanya Bharathi Institute of Technology, Proddutur",2015,TRUE,4956145,476,271,85,29,5,1,385,133,951,434,NA,0,0,0,0,0,0,0,0,0,0,NA,134,24,0,0,0,0,0,0,134,24,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26868,K.S.R.M. College of Engineering,2015,TRUE,5102445,834,188,314,49,67,5,708,55,1923,297,NA,0,0,0,0,0,0,0,0,0,0,NA,177,34,0,0,0,0,0,0,177,34,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26871,"Intell Engineering College, Anantapur",2015,TRUE,5247884,616,191,133,23,28,7,578,107,1355,328,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,146,27,146,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
26872,"Sri Rama College of Engineering College, Tirupathi",2015,TRUE,5267713,496,222,60,18,7,1,295,101,858,342,NA,1,0,0,0,0,0,0,0,1,0,NA,37,8,0,0,0,0,0,0,37,8,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26874,Parvatha Reddy Babul Reddy Visvodaya Institute of Technology & Science,2015,TRUE,4639283,1196,602,180,95,18,8,696,352,2090,1057,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26875,"Annamacharya P.G. College of Computer Studies, Rajampet",2015,TRUE,4762334,116,44,10,0,1,0,65,17,192,61,NA,1,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,14,2,14,2,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26876,"Krishna Teja Pharmacy College, Tirupati",2015,TRUE,4775975,95,61,96,46,20,6,132,65,343,178,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,19,5,20,6,NA,0,0,0,0,0,0,1,1,1,1,NA,NA
26877,"Creative Educational Society's College of Pharmacy, Kurnool",2015,TRUE,5182876,38,24,51,29,5,3,81,65,175,121,NA,0,0,0,0,0,0,0,0,0,0,NA,35,24,0,0,0,0,0,0,35,24,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26878,"Sri Padmavathi School of Pharmacy, Tirupathi",2015,TRUE,5034508,72,56,51,36,7,2,130,89,260,183,NA,0,0,0,0,0,0,0,0,0,0,NA,26,15,0,0,0,0,0,0,26,15,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26880,"KMM Institute of Technology & Science, Tirupathi",2015,TRUE,5146576,349,136,83,16,9,0,259,73,700,225,NA,0,0,0,0,0,0,0,0,0,0,NA,46,9,0,0,0,0,0,0,46,9,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26881,"Yogananda Institute of Technology & Science, (YITS) Tirupathi.",2015,TRUE,4516000,350,153,50,13,4,1,246,72,650,239,NA,0,0,0,0,0,0,0,0,0,0,NA,20,7,0,0,0,0,0,0,20,7,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26882,"Chadalawada Venkata Subbaiah College of Engineering, Tirupathi",2015,TRUE,5219317,52,15,27,3,3,0,63,2,145,20,NA,0,0,0,0,0,0,0,0,0,0,NA,10,2,0,0,0,0,0,0,10,2,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26884,"Tadipatri Engineering College, Tadipatri",2015,TRUE,5045188,289,168,104,56,0,0,231,85,624,309,NA,0,0,0,0,0,0,0,0,0,0,NA,59,18,0,0,0,0,0,0,59,18,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26885,"Mekapati Rajamohan Reddy Inst. of Tech & Science, Udayagiri",2015,TRUE,5148265,111,42,74,15,0,0,69,18,254,75,NA,0,0,0,0,0,0,0,0,0,0,NA,38,9,0,0,0,0,0,0,38,9,NA,2,0,0,0,0,0,0,0,2,0,NA,NA
26886,"Sri Krishna Chaitanya College of Pharmacy, Madanapalli",2015,TRUE,5056606,71,58,29,18,17,10,47,37,164,123,NA,0,0,0,0,0,0,0,0,0,0,NA,7,3,0,0,0,0,16,9,23,12,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26887,Narayana Engineering College,2015,TRUE,5196330,669,281,207,72,17,6,635,233,1528,592,NA,1,0,0,0,0,0,0,0,1,0,NA,160,61,0,0,0,0,0,0,160,61,NA,4,2,0,0,0,0,0,0,4,2,NA,NA
26890,"Dr.K.V.Subba Reddy College of Engineering for Women, Kurnool",2015,TRUE,4626446,270,270,82,82,4,4,191,191,547,547,NA,0,0,0,0,0,0,0,0,0,0,NA,63,63,0,0,0,0,0,0,63,63,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26891,"Safa College of Pharmacy, Kurnool",2015,TRUE,4910592,15,4,33,12,4,2,56,26,108,44,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,38,16,38,16,NA,15,4,33,12,4,2,18,10,70,28,NA,NA
26892,Kandula Lakshumma College of Egg. for Women,2015,TRUE,5218996,220,220,80,80,20,20,150,150,470,470,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26895,Geethanjali Institute of Science,2015,TRUE,5190903,0,0,163,39,12,1,463,168,638,208,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,177,41,177,41,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26897,"Balaji College of Pharmacy, Anantapur",2015,TRUE,5249469,100,66,59,37,12,3,67,56,238,162,NA,0,0,0,0,0,0,0,0,0,0,NA,30,13,0,0,0,0,0,0,30,13,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26898,"Vignanasudha Institute of Management &Technology, Chittoor",2015,TRUE,5114750,61,30,26,4,0,0,47,21,134,55,NA,0,0,0,0,0,0,0,0,0,0,NA,6,3,0,0,0,0,0,0,6,3,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26899,"Srinivasa Institute of Pharmaceutical Sciences, Proddutur",2015,TRUE,5264742,95,50,79,36,19,6,215,18,408,110,NA,0,0,0,0,0,0,0,0,0,0,NA,14,6,0,0,0,0,0,0,14,6,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26900,"Seshachala Venkata Subbaiah PG College, Puttur",2015,TRUE,5049509,23,7,8,2,0,0,47,13,78,22,NA,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26901,"Ravindra College of Engineering for Women, kurnool",2015,TRUE,5014720,338,338,17,17,1,1,170,170,526,526,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,93,93,93,93,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26902,"Madanapalli Institute of Technology & Science, Madanapalli",2015,TRUE,5100768,974,375,226,67,48,10,897,228,2145,680,NA,0,0,0,0,0,0,0,0,0,0,NA,250,71,0,0,0,0,0,0,250,71,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26903,"Bheema Institute of Technology & Sciences, Adoni",2015,TRUE,5198720,168,68,128,26,16,3,329,87,641,184,NA,0,0,0,0,0,0,0,0,0,0,NA,89,36,0,0,0,0,0,0,89,36,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26904,"Sri Venkateswara College of Pharmacy, Chittoor",2015,TRUE,5301572,76,45,64,24,10,7,82,48,232,124,NA,0,0,0,0,0,0,0,0,0,0,NA,20,11,0,0,0,0,0,0,20,11,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26905,"G. Pullla Reddy Engineering College, (Autonomous), Kurnool",2015,TRUE,4930235,132,53,98,35,29,5,198,62,457,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,40,10,0,0,0,0,NA,NA,40,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
26906,Swathi College of Pharmacy,2015,TRUE,5404178,0,0,22,12,1,0,22,10,45,22,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26908,"Fathima Institute of Pharmacy, Ramarajupally",2015,TRUE,5046017,17,9,1,0,0,0,0,0,18,9,NA,0,0,0,0,0,0,0,0,0,0,NA,8,5,0,0,0,0,0,0,8,5,NA,1,1,0,0,0,0,0,0,1,1,NA,NA
26909,"Chiranjeevi Reddy Institute of Engineering and Technology, Anantapur",2015,TRUE,5198640,356,266,74,14,16,4,383,121,829,405,NA,0,0,0,0,0,0,0,0,0,0,NA,74,14,0,0,0,0,0,0,74,14,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26910,"Sri Venkateswara Engineering College for Women,Karambadi road, Tirupati",2015,TRUE,4812989,832,832,60,60,4,4,422,422,1318,1318,NA,0,0,0,0,0,0,0,0,0,0,NA,59,59,0,0,0,0,0,0,59,59,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26911,Vasavi Institute of Management & Computer Sciences,2015,TRUE,4879653,51,9,17,1,1,0,42,5,111,15,NA,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,8,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26912,Sri Sai College of IT & Management,2015,TRUE,5173655,187,97,30,7,1,1,138,45,356,150,NA,2,2,0,0,0,0,0,0,2,2,NA,47,17,0,0,0,0,0,0,47,17,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26913,"Vignana Bharathi Institute of Technology, Proddatur",2015,TRUE,5035915,185,79,31,7,2,1,148,30,366,117,NA,0,0,0,0,0,0,0,0,0,0,NA,61,6,0,0,0,0,0,0,61,6,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26988,Vasavi Institute of Pharmaceutical Science,2015,TRUE,5029398,59,33,36,20,10,2,63,35,168,90,NA,0,0,0,0,0,0,0,0,0,0,NA,19,8,0,0,0,0,0,0,19,8,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26915,"Kottam College of Engieering, Kurnool",2015,TRUE,5408895,200,50,50,4,10,3,50,10,310,67,NA,0,0,0,0,0,0,0,0,0,0,NA,50,0,0,0,0,0,0,0,50,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26916,"Annamacharya P.G. College of Management Studies, Rajampet",2015,TRUE,5225814,27,9,0,0,0,0,5,0,32,9,NA,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26919,"Balaji Institute of Technology & Science, Proddutur",2015,TRUE,4950255,69,27,62,8,2,0,94,18,227,53,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26920,"Sir C.V. Raman Institute of Technology & Sciences, Tadipatri,",2015,TRUE,4693566,390,160,93,40,19,5,309,153,811,358,NA,0,0,0,0,0,0,0,0,0,0,NA,69,19,0,0,0,0,0,0,69,19,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26921,"Vaishnavi Institute of Technology, Tirupathi",2015,TRUE,5391891,63,26,21,11,3,1,95,8,182,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,10,3,0,0,0,0,0,0,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
26922,"Brindavan Institue of Management & Scinence, Kurnool",2015,TRUE,5022882,0,0,112,10,6,0,482,36,600,46,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,232,11,232,11,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26926,"Srinivasa College of Engineering & Technology, Kurnool",2015,TRUE,4741121,104,26,136,24,14,4,127,29,381,83,NA,0,0,0,0,0,0,0,0,0,0,NA,64,12,0,0,0,0,0,0,64,12,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26929,"Sri Vidyaniketan Engineering College, Tirupathi,",2015,TRUE,5175469,1570,555,523,144,146,42,1663,464,3902,1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
26931,Quba College of Engineering & Technology,2015,TRUE,5256352,52,16,53,14,2,1,518,153,625,184,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,433,107,433,107,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26932,"Prabhat Institute of Pharmacy, Kurnool",2015,TRUE,5227179,112,31,0,0,0,0,0,0,112,31,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26933,"Anjan Narasimha Munaga Kancharla Thummapudi Institute of Technology & Management, Badvel",2015,TRUE,5278433,28,3,21,0,1,0,23,4,73,7,NA,0,0,0,0,0,0,0,0,0,0,NA,17,1,0,0,0,0,0,0,17,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
26934,S.Chaavan College of pharmacy,2015,TRUE,4592632,35,8,60,38,4,2,35,23,134,71,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
